Surrogate Keys,date,prname,province,totalcases,numdeaths,recovery,partial,fully,booster
1213,2022-10-15,Manitoba,MB,150957,2199,129338,3001252,1101542,607635
1214,2022-10-15,Ontario,ON,1477525,15102,1440901,35707109,12316544,7618574
1215,2022-10-15,Quebec,QC,1215109,16199,1099129,21877365,7210384,4625949
1216,2022-10-15,Newfoundland and Labrador,NL,52335,250,25162,1264499,476756,289311
1217,2022-10-15,New Brunswick,NB,79434,576,65138,1757172,661271,395689
1218,2022-10-15,Nova Scotia,NS,128714,567,43018,2235685,842600,503257
1219,2022-10-15,Prince Edward Island,PE,52683,64,41242,391227,144466,83158
1220,2022-10-15,Yukon,YT,4929,31,4489,92743,35380,20672
1221,2022-10-15,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1222,2022-10-15,Nunavut,NU,3531,7,3435,77083,29021,14519
1223,2022-10-22,British Columbia,BC,387451,4485,307963,12986557,4406948,2886785
1224,2022-10-22,Alberta,AB,612350,5050,523679,9396964,3430550,1756821
1225,2022-10-22,Saskatchewan,SK,146888,1628,113023,2630158,920507,516000
1226,2022-10-22,Manitoba,MB,151319,2211,129338,3001252,1101542,607635
1227,2022-10-22,Ontario,ON,1487428,15243,1451065,35980342,12322879,7631086
1228,2022-10-22,Quebec,QC,1221176,16274,1099129,22027861,7212651,4633677
1229,2022-10-22,Newfoundland and Labrador,NL,52552,254,25162,1264499,476756,289311
1230,2022-10-22,New Brunswick,NB,80126,585,65138,1757172,661271,395689
1231,2022-10-22,Nova Scotia,NS,129705,583,43018,2235685,842600,503257
1232,2022-10-22,Prince Edward Island,PE,53199,66,41242,391227,144466,83158
1233,2022-10-22,Yukon,YT,4941,31,4489,92743,35380,20672
1234,2022-10-22,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1235,2022-10-22,Nunavut,NU,3531,7,3435,77083,29021,14519
1236,2022-10-29,British Columbia,BC,387936,4525,307963,13162012,4410559,2896885
1237,2022-10-29,Alberta,AB,613692,5093,523679,9454899,3432396,1762393
1238,2022-10-29,Saskatchewan,SK,147688,1648,113023,2630158,920507,516000
1239,2022-10-29,Manitoba,MB,151730,2232,129338,3001252,1101542,607635
1240,2022-10-29,Ontario,ON,1497336,15392,1461063,36273148,12328659,7645343
1241,2022-10-29,Quebec,QC,1227156,16357,1099129,22177422,7214675,4641215
1242,2022-10-29,Newfoundland and Labrador,NL,52802,257,25162,1264499,476756,289311
1243,2022-10-29,New Brunswick,NB,80715,592,65138,1757172,661271,395689
1244,2022-10-29,Nova Scotia,NS,130534,598,43018,2235685,842600,503257
1245,2022-10-29,Prince Edward Island,PE,53561,69,41242,391227,144466,83158
1246,2022-10-29,Yukon,YT,4954,32,4489,92743,35380,20672
1247,2022-10-29,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1248,2022-10-29,Nunavut,NU,3531,7,3435,77083,29021,14519
1249,2022-11-05,British Columbia,BC,388497,4552,307963,13338227,4414097,2907268
1250,2022-11-05,Alberta,AB,615087,5129,523679,9547824,3433915,1769999
1251,2022-11-05,Saskatchewan,SK,148288,1678,113023,2630158,920507,516000
1252,2022-11-05,Manitoba,MB,152072,2256,129338,3001252,1101542,607635
1253,2022-11-05,Ontario,ON,1505444,15519,1470891,36529303,12333989,7658051
1254,2022-11-05,Quebec,QC,1232862,16439,1099129,22311166,7216456,4648195
1255,2022-11-05,Newfoundland and Labrador,NL,52973,262,25162,1264499,476756,289311
1256,2022-11-05,New Brunswick,NB,81269,599,65138,1757172,661271,395689
1257,2022-11-05,Nova Scotia,NS,131239,613,43018,2235685,842600,503257
1258,2022-11-05,Prince Edward Island,PE,53797,72,41242,391227,144466,83158
1259,2022-11-05,Yukon,YT,4974,32,4489,92743,35380,20672
1260,2022-11-05,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1261,2022-11-05,Nunavut,NU,3531,7,3435,77083,29021,14519
1262,2022-11-12,British Columbia,BC,388984,4607,307963,13498251,4417043,2917489
1263,2022-11-12,Alberta,AB,616398,5169,523679,9600748,3435276,1775413
1264,2022-11-12,Saskatchewan,SK,148736,1691,113023,2630158,920507,516000
1265,2022-11-12,Manitoba,MB,152345,2261,129338,3001252,1101542,607635
1266,2022-11-12,Ontario,ON,1511448,15621,1480653,36762368,12338811,7671234
1267,2022-11-12,Quebec,QC,1238143,16503,1099129,22356773,7218153,4655207
1268,2022-11-12,Newfoundland and Labrador,NL,53150,268,25162,1264499,476756,289311
1269,2022-11-12,New Brunswick,NB,81787,603,65138,1757172,661271,395689
1270,2022-11-12,Nova Scotia,NS,131825,628,43018,2235685,842600,503257
1271,2022-11-12,Prince Edward Island,PE,53977,74,41242,391227,144466,83158
1272,2022-11-12,Yukon,YT,4989,32,4489,92743,35380,20672
1273,2022-11-12,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1274,2022-11-12,Nunavut,NU,3531,7,3435,77083,29021,14519
1275,2022-11-19,British Columbia,BC,389479,4642,307963,13630313,4420051,2927328
1276,2022-11-19,Alberta,AB,617774,5225,523679,9652112,3436689,1781469
1277,2022-11-19,Saskatchewan,SK,149189,1719,113023,2630158,920507,516000
1278,2022-11-19,Manitoba,MB,152659,2277,129338,3001252,1101542,607635
1279,2022-11-19,Ontario,ON,1516685,15722,1488812,36957106,12342989,7683609
1280,2022-11-19,Quebec,QC,1243467,16571,1099129,22556376,7219898,4663030
1281,2022-11-19,Newfoundland and Labrador,NL,53299,271,25162,1264499,476756,289311
1282,2022-11-19,New Brunswick,NB,82223,609,65138,1757172,661271,395689
1283,2022-11-19,Nova Scotia,NS,132351,639,43018,2235685,842600,503257
1284,2022-11-19,Prince Edward Island,PE,54257,76,41242,391227,144466,83158
1285,2022-11-19,Yukon,YT,4989,32,4489,92743,35380,20672
1286,2022-11-19,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1287,2022-11-19,Nunavut,NU,3531,7,3435,77083,29021,14519
1288,2022-11-26,British Columbia,BC,390087,4680,307963,13759603,4423626,2938061
1289,2022-11-26,Alberta,AB,619138,5266,523679,9697929,3438112,1787261
1290,2022-11-26,Saskatchewan,SK,149678,1740,113023,2630158,920507,516000
1291,2022-11-26,Manitoba,MB,152940,2293,129338,3001252,1101542,607635
1292,2022-11-26,Ontario,ON,1521296,15809,1494823,37184355,12350247,7700887
1293,2022-11-26,Quebec,QC,1249656,16655,1099129,22693021,7221760,4672841
1294,2022-11-26,Newfoundland and Labrador,NL,53465,275,25162,1264499,476756,289311
1295,2022-11-26,New Brunswick,NB,82819,615,65138,1757172,661271,395689
1296,2022-11-26,Nova Scotia,NS,132887,653,43018,2235685,842600,503257
1297,2022-11-26,Prince Edward Island,PE,54559,79,41242,391227,144466,83158
1298,2022-11-26,Yukon,YT,4989,32,4489,92743,35380,20672
1299,2022-11-26,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1300,2022-11-26,Nunavut,NU,3531,7,3435,77083,29021,14519
1301,2022-12-03,British Columbia,BC,390626,4715,307963,13857145,4426867,2947265
1302,2022-12-03,Alberta,AB,620291,5308,523679,9734651,3439462,1792346
1303,2022-12-03,Saskatchewan,SK,150139,1763,113023,2630158,920507,516000
1304,2022-12-03,Manitoba,MB,153194,2301,129338,3001252,1101542,607635
1305,2022-12-03,Ontario,ON,1526202,15886,1503634,37317694,12354908,7723830
1306,2022-12-03,Quebec,QC,1256948,16731,1099129,22815482,7223497,4681937
1307,2022-12-03,Newfoundland and Labrador,NL,53635,278,25162,1264499,476756,289311
1308,2022-12-03,New Brunswick,NB,83425,621,65138,1757172,661271,395689
1309,2022-12-03,Nova Scotia,NS,133406,666,43018,2235685,842600,503257
1310,2022-12-03,Prince Edward Island,PE,54870,81,41242,391227,144466,83158
1311,2022-12-03,Yukon,YT,4989,32,4489,92743,35380,20672
1312,2022-12-03,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1313,2022-12-03,Nunavut,NU,3531,7,3435,77083,29021,14519
1314,2022-12-10,British Columbia,BC,391285,4760,307963,13936791,4431867,2954692
1315,2022-12-10,Alberta,AB,621335,5335,523679,9762868,3440626,1796273
1316,2022-12-10,Saskatchewan,SK,150566,1779,113023,2630158,920507,516000
1317,2022-12-10,Manitoba,MB,153349,2305,129338,3001252,1101542,607635
1318,2022-12-10,Ontario,ON,1531452,15960,1503729,37412027,12357938,7731556
1319,2022-12-10,Quebec,QC,1264324,16834,1099129,22923669,7225122,4690764
1320,2022-12-10,Newfoundland and Labrador,NL,53785,282,25162,1264499,476756,289311
1321,2022-12-10,New Brunswick,NB,84244,628,65138,1757172,661271,395689
1322,2022-12-10,Nova Scotia,NS,133919,672,43018,2235685,842600,503257
1323,2022-12-10,Prince Edward Island,PE,55111,81,41242,391227,144466,83158
1324,2022-12-10,Yukon,YT,4989,32,4489,92743,35380,20672
1325,2022-12-10,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1326,2022-12-10,Nunavut,NU,3531,7,3435,77083,29021,14519
1327,2022-12-17,British Columbia,BC,391897,4806,307963,14046044,4436900,2966324
1328,2022-12-17,Alberta,AB,622298,5366,523679,9818705,3442774,1803054
1329,2022-12-17,Saskatchewan,SK,150942,1800,113023,2630158,920507,516000
1330,2022-12-17,Manitoba,MB,153507,2331,129338,3001252,1101542,607635
1331,2022-12-17,Ontario,ON,1537450,16030,1514025,37582716,12363793,7744670
1332,2022-12-17,Quebec,QC,1272075,16926,1099129,23063984,7227718,4702884
1333,2022-12-17,Newfoundland and Labrador,NL,53914,288,25162,1264499,476756,289311
1334,2022-12-17,New Brunswick,NB,84891,722,65138,1757172,661271,395689
1335,2022-12-17,Nova Scotia,NS,134483,674,43018,2235685,842600,503257
1336,2022-12-17,Prince Edward Island,PE,55319,82,41242,391227,144466,83158
1337,2022-12-17,Yukon,YT,4989,32,4489,92743,35380,20672
1338,2022-12-17,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1339,2022-12-17,Nunavut,NU,3531,7,3435,77083,29021,14519
1340,2022-12-24,British Columbia,BC,392453,4883,307963,14046044,4436900,2966324
1341,2022-12-24,Alberta,AB,623121,5395,523679,9818705,3442774,1803054
1342,2022-12-24,Saskatchewan,SK,151268,1807,113023,2630158,920507,516000
1343,2022-12-24,Manitoba,MB,153650,2369,129338,3001252,1101542,607635
1344,2022-12-24,Ontario,ON,1543944,16117,1519664,37697262,12368621,7754780
1345,2022-12-24,Quebec,QC,1279191,17033,1099129,23111211,7228483,4706620
1346,2022-12-24,Newfoundland and Labrador,NL,54010,288,25162,1264499,476756,289311
1347,2022-12-24,New Brunswick,NB,84891,722,65138,1757172,661271,395689
1348,2022-12-24,Nova Scotia,NS,135141,682,43018,2235685,842600,503257
1349,2022-12-24,Prince Edward Island,PE,55517,82,41242,391227,144466,83158
1350,2022-12-24,Yukon,YT,4989,32,4489,92743,35380,20672
1351,2022-12-24,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1352,2022-12-24,Nunavut,NU,3531,7,3435,77083,29021,14519
1353,2022-12-31,British Columbia,BC,393145,4896,307963,14046044,4436900,2966324
1354,2022-12-31,Alberta,AB,623991,5421,523679,9818705,3442774,1803054
1355,2022-12-31,Saskatchewan,SK,151570,1822,113023,2630158,920507,516000
1356,2022-12-31,Manitoba,MB,153784,2369,129338,3001252,1101542,607635
1357,2022-12-31,Ontario,ON,1550579,16189,1526231,37752658,12370984,7761552
1358,2022-12-31,Quebec,QC,1285178,17139,1099129,23133627,7229233,4708979
1359,2022-12-31,Newfoundland and Labrador,NL,54113,295,25162,1264499,476756,289311
1360,2022-12-31,New Brunswick,NB,85897,740,65138,1757172,661271,395689
1361,2022-12-31,Nova Scotia,NS,135956,691,43018,2235685,842600,503257
1362,2022-12-31,Prince Edward Island,PE,55679,82,41242,391227,144466,83158
1363,2022-12-31,Yukon,YT,4989,32,4489,92743,35380,20672
1364,2022-12-31,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1365,2022-12-31,Nunavut,NU,3531,7,3435,77083,29021,14519
1366,2023-01-07,British Columbia,BC,393804,4961,307963,14090637,4439789,2972393
1367,2023-01-07,Alberta,AB,624959,5444,523679,9818705,3442774,1803054
1368,2023-01-07,Saskatchewan,SK,151941,1833,113023,2630158,920507,516000
1369,2023-01-07,Manitoba,MB,153919,2394,129338,3001252,1101542,607635
1370,2023-01-07,Ontario,ON,1557996,16287,1532259,37836982,12374730,7771020
1371,2023-01-07,Quebec,QC,1290655,17237,1099129,23160048,7229951,4711461
1372,2023-01-07,Newfoundland and Labrador,NL,54255,295,25162,1264499,476756,289311
1373,2023-01-07,New Brunswick,NB,86418,749,65138,1757172,661271,395689
1374,2023-01-07,Nova Scotia,NS,136944,699,43018,2235685,842600,503257
1375,2023-01-07,Prince Edward Island,PE,55825,83,41242,391227,144466,83158
1376,2023-01-07,Yukon,YT,4989,32,4489,92743,35380,20672
1377,2023-01-07,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1378,2023-01-07,Nunavut,NU,3531,7,3435,77083,29021,14519
1379,2023-01-14,British Columbia,BC,394366,5007,307963,14123293,4441648,2975991
1380,2023-01-14,Alberta,AB,625888,5475,523679,9892050,3445203,1810790
1381,2023-01-14,Saskatchewan,SK,152258,1845,113023,2630158,920507,516000
1382,2023-01-14,Manitoba,MB,154041,2403,129338,3001252,1101542,607635
1383,2023-01-14,Ontario,ON,1563976,16383,1539547,37928242,12378944,7779088
1384,2023-01-14,Quebec,QC,1295049,17331,1099129,23198570,7231126,4714292
1385,2023-01-14,Newfoundland and Labrador,NL,54332,299,25162,1264499,476756,289311
1386,2023-01-14,New Brunswick,NB,86851,762,65138,1757172,661271,395689
1387,2023-01-14,Nova Scotia,NS,137669,705,43018,2235685,842600,503257
1388,2023-01-14,Prince Edward Island,PE,55985,85,41242,391227,144466,83158
1389,2023-01-14,Yukon,YT,4989,32,4489,92743,35380,20672
1390,2023-01-14,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1391,2023-01-14,Nunavut,NU,3531,7,3435,77083,29021,14519
1392,2023-01-21,British Columbia,BC,394774,5061,307963,14154024,4444068,2979492
1393,2023-01-21,Alberta,AB,626555,5505,523679,9917329,3446178,1813359
1394,2023-01-21,Saskatchewan,SK,152531,1857,113023,2630158,920507,516000
1395,2023-01-21,Manitoba,MB,154100,2418,129338,3001252,1101542,607635
1396,2023-01-21,Ontario,ON,1569190,16460,1545969,37995971,12382176,7785042
1397,2023-01-21,Quebec,QC,1298683,17412,1099129,23231114,7232171,4716414
1398,2023-01-21,Newfoundland and Labrador,NL,54412,299,25162,1264499,476756,289311
1399,2023-01-21,New Brunswick,NB,87172,773,65138,1757172,661271,395689
1400,2023-01-21,Nova Scotia,NS,138331,715,43018,2235685,842600,503257
1401,2023-01-21,Prince Edward Island,PE,56136,85,41242,391227,144466,83158
1402,2023-01-21,Yukon,YT,4989,32,4489,92743,35380,20672
1403,2023-01-21,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1404,2023-01-21,Nunavut,NU,3531,7,3435,77083,29021,14519
1405,2023-01-28,British Columbia,BC,395070,5106,307963,14173315,4446218,2982060
1406,2023-01-28,Alberta,AB,627157,5533,523679,9934751,3446994,1815245
1407,2023-01-28,Saskatchewan,SK,152773,1867,113023,2630158,920507,516000
1408,2023-01-28,Manitoba,MB,154196,2428,129338,3001252,1101542,607635
1409,2023-01-28,Ontario,ON,1574166,16529,1551199,38054158,12231747,7701481
1410,2023-01-28,Quebec,QC,1301748,17479,1099129,23251848,7233096,4717887
1411,2023-01-28,Newfoundland and Labrador,NL,54473,307,25162,1264499,476756,289311
1412,2023-01-28,New Brunswick,NB,87435,781,65138,1757172,661271,395689
1413,2023-01-28,Nova Scotia,NS,139013,724,43018,2235685,842600,503257
1414,2023-01-28,Prince Edward Island,PE,56201,88,41242,391227,144466,83158
1415,2023-01-28,Yukon,YT,4989,32,4489,92743,35380,20672
1416,2023-01-28,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1417,2023-01-28,Nunavut,NU,3531,7,3435,77083,29021,14519
1418,2023-02-04,British Columbia,BC,395367,5139,307963,14188905,4448378,2984068
1419,2023-02-04,Alberta,AB,627702,5555,523679,9949142,3447853,1816947
1420,2023-02-04,Saskatchewan,SK,153048,1873,113023,2630158,920507,516000
1421,2023-02-04,Manitoba,MB,154346,2439,129338,3001252,1101542,607635
1422,2023-02-04,Ontario,ON,1578892,16594,1556170,38080914,12232782,7703699
1423,2023-02-04,Quebec,QC,1304983,17519,1099129,23267808,7233867,4719045
1424,2023-02-04,Newfoundland and Labrador,NL,54533,307,25162,1264499,476756,289311
1425,2023-02-04,New Brunswick,NB,87774,812,65138,1757172,661271,395689
1426,2023-02-04,Nova Scotia,NS,139671,746,43018,2235685,842600,503257
1427,2023-02-04,Prince Edward Island,PE,56261,90,41242,391227,144466,83158
1428,2023-02-04,Yukon,YT,4989,32,4489,92743,35380,20672
1429,2023-02-04,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1430,2023-02-04,Nunavut,NU,3531,7,3435,77083,29021,14519
1431,2023-02-11,British Columbia,BC,395709,5157,307963,14199479,4450092,2985470
1432,2023-02-11,Alberta,AB,628149,5566,523679,9961151,3448625,1818256
1433,2023-02-11,Saskatchewan,SK,153255,1889,113023,2630158,920507,516000
1434,2023-02-11,Manitoba,MB,154494,2456,129338,3001252,1101542,607635
1435,2023-02-11,Ontario,ON,1583510,16655,1561033,38132391,12230054,7703223
1436,2023-02-11,Quebec,QC,1308606,17569,1099129,23278600,7234443,4719870
1437,2023-02-11,Newfoundland and Labrador,NL,54583,314,25162,1264499,476756,289311
1438,2023-02-11,New Brunswick,NB,88153,822,65138,1757172,661271,395689
1439,2023-02-11,Nova Scotia,NS,140111,771,43018,2235685,842600,503257
1440,2023-02-11,Prince Edward Island,PE,56340,92,41242,391227,144466,83158
1441,2023-02-11,Yukon,YT,4989,32,4489,92743,35380,20672
1442,2023-02-11,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1443,2023-02-11,Nunavut,NU,3531,7,3435,77083,29021,14519
1444,2023-02-18,British Columbia,BC,396066,5192,307963,14210618,4451985,2986869
1445,2023-02-18,Alberta,AB,628576,5580,523679,9970975,3449372,1819365
1446,2023-02-18,Saskatchewan,SK,153457,1892,113023,2630158,920507,516000
1447,2023-02-18,Manitoba,MB,154588,2460,129338,3001252,1101542,607635
1448,2023-02-18,Ontario,ON,1587843,16696,1565480,38162764,12230352,7704326
1449,2023-02-18,Quebec,QC,1312008,17624,1099129,23288410,7235136,4720565
1450,2023-02-18,Newfoundland and Labrador,NL,54646,314,25162,1264499,476756,289311
1451,2023-02-18,New Brunswick,NB,88503,825,65138,1757172,661271,395689
1452,2023-02-18,Nova Scotia,NS,140492,786,43018,2235685,842600,503257
1453,2023-02-18,Prince Edward Island,PE,56408,92,41242,391227,144466,83158
1454,2023-02-18,Yukon,YT,4989,32,4489,92743,35380,20672
1455,2023-02-18,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1456,2023-02-18,Nunavut,NU,3531,7,3435,77083,29021,14519
1457,2023-02-25,British Columbia,BC,396472,5218,307963,14219993,4453751,2988126
1458,2023-02-25,Alberta,AB,628946,5593,523679,9978329,3449851,1820177
1459,2023-02-25,Saskatchewan,SK,153651,1901,113023,2630158,920507,516000
1460,2023-02-25,Manitoba,MB,154712,2464,129338,3001252,1101542,607635
1461,2023-02-25,Ontario,ON,1591788,16748,1569873,38186195,12230613,7705093
1462,2023-02-25,Quebec,QC,1315316,17666,1099129,23298227,7235682,4721171
1463,2023-02-25,Newfoundland and Labrador,NL,54757,321,25162,1264499,476756,289311
1464,2023-02-25,New Brunswick,NB,88866,834,65138,1757172,661271,395689
1465,2023-02-25,Nova Scotia,NS,140793,794,43018,2235685,842600,503257
1466,2023-02-25,Prince Edward Island,PE,56456,92,41242,391227,144466,83158
1467,2023-02-25,Yukon,YT,4989,32,4489,92743,35380,20672
1468,2023-02-25,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1469,2023-02-25,Nunavut,NU,3531,7,3435,77083,29021,14519
1470,2023-03-04,British Columbia,BC,396817,5249,307963,14227695,4455174,2989189
1471,2023-03-04,Alberta,AB,629306,5604,523679,9985299,3450467,1821050
1472,2023-03-04,Saskatchewan,SK,153868,1911,113023,2630158,920507,516000
1473,2023-03-04,Manitoba,MB,154862,2466,129338,3001252,1101542,607635
1474,2023-03-04,Ontario,ON,1595697,16806,1573845,38212519,12232295,7705988
1475,2023-03-04,Quebec,QC,1318547,17703,1099129,23311156,7236141,4721729
1476,2023-03-04,Newfoundland and Labrador,NL,54824,321,25162,1264499,476756,289311
1477,2023-03-04,New Brunswick,NB,89226,842,65138,1757172,661271,395689
1478,2023-03-04,Nova Scotia,NS,141038,799,43018,2235685,842600,503257
1479,2023-03-04,Prince Edward Island,PE,56523,93,41242,391227,144466,83158
1480,2023-03-04,Yukon,YT,4989,32,4489,92743,35380,20672
1481,2023-03-04,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1482,2023-03-04,Nunavut,NU,3531,7,3435,77083,29021,14519
1483,2023-03-11,British Columbia,BC,397189,5278,307963,14239220,4456614,2990420
1484,2023-03-11,Alberta,AB,629687,5619,523679,9992842,3451044,1821937
1485,2023-03-11,Saskatchewan,SK,154105,1921,113023,2630158,920507,516000
1486,2023-03-11,Manitoba,MB,154992,2470,129338,3001252,1101542,607635
1487,2023-03-11,Ontario,ON,1599432,16856,1577762,38237750,12230691,7704729
1488,2023-03-11,Quebec,QC,1321478,17755,1099129,23325326,7236523,4722225
1489,2023-03-11,Newfoundland and Labrador,NL,54897,333,25162,1264499,476756,289311
1490,2023-03-11,New Brunswick,NB,89614,848,65138,1757172,661271,395689
1491,2023-03-11,Nova Scotia,NS,141300,805,43018,2235685,842600,503257
1492,2023-03-11,Prince Edward Island,PE,56606,95,41242,391227,144466,83158
1493,2023-03-11,Yukon,YT,4989,32,4489,92743,35380,20672
1494,2023-03-11,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1495,2023-03-11,Nunavut,NU,3531,7,3435,77083,29021,14519
1496,2023-03-18,British Columbia,BC,397593,5308,307963,14246777,4457729,2991295
1497,2023-03-18,Alberta,AB,630085,5631,523679,9998877,3451552,1822692
1498,2023-03-18,Saskatchewan,SK,154327,1931,113023,2630158,920507,516000
1499,2023-03-18,Manitoba,MB,155147,2470,129338,3001252,1101542,607635
1500,2023-03-18,Ontario,ON,1603002,16902,1581453,38262441,12230271,7705041
1501,2023-03-18,Quebec,QC,1324234,17797,1099129,23342442,7236899,4722718
1502,2023-03-18,Newfoundland and Labrador,NL,54954,333,25162,1264499,476756,289311
1503,2023-03-18,New Brunswick,NB,89927,856,65138,1757172,661271,395689
1504,2023-03-18,Nova Scotia,NS,141659,816,43018,2235685,842600,503257
1505,2023-03-18,Prince Edward Island,PE,56726,95,41242,391227,144466,83158
1506,2023-03-18,Yukon,YT,4989,32,4489,92743,35380,20672
1507,2023-03-18,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1508,2023-03-18,Nunavut,NU,3531,7,3435,77083,29021,14519
1509,2023-03-25,British Columbia,BC,398050,5339,307963,14253636,4458594,2992145
1510,2023-03-25,Alberta,AB,630485,5639,523679,9998877,3451552,1822692
1511,2023-03-25,Saskatchewan,SK,154569,1941,113023,2630158,920507,516000
1512,2023-03-25,Manitoba,MB,155300,2470,129338,3001252,1101542,607635
1513,2023-03-25,Ontario,ON,1606398,16946,1585014,38285545,12229805,7705146
1514,2023-03-25,Quebec,QC,1326819,17822,1099129,23359016,7237289,4723161
1515,2023-03-25,Newfoundland and Labrador,NL,54999,339,25162,1264499,476756,289311
1516,2023-03-25,New Brunswick,NB,90139,862,65138,1757172,661271,395689
1517,2023-03-25,Nova Scotia,NS,141908,820,43018,2235685,842600,503257
1518,2023-03-25,Prince Edward Island,PE,56846,95,41242,391227,144466,83158
1519,2023-03-25,Yukon,YT,4989,32,4489,92743,35380,20672
1520,2023-03-25,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1521,2023-03-25,Nunavut,NU,3531,7,3435,77083,29021,14519
1522,2023-04-01,British Columbia,BC,398510,5371,307963,14261881,4459565,2993073
1523,2023-04-01,Alberta,AB,630862,5652,523679,10011661,3452427,1824274
1524,2023-04-01,Saskatchewan,SK,154812,1950,113023,2630158,920507,516000
1525,2023-04-01,Manitoba,MB,155421,2470,129338,3001252,1101542,607635
1526,2023-04-01,Ontario,ON,1609159,16988,1587978,38309120,12229830,7705586
1527,2023-04-01,Quebec,QC,1329345,17860,1099129,23375800,7237599,4723550
1528,2023-04-01,Newfoundland and Labrador,NL,55074,339,25162,1264499,476756,289311
1529,2023-04-01,New Brunswick,NB,90294,868,65138,1757172,661271,395689
1530,2023-04-01,Nova Scotia,NS,142143,829,43018,2235685,842600,503257
1531,2023-04-01,Prince Edward Island,PE,56989,95,41242,391227,144466,83158
1532,2023-04-01,Yukon,YT,4989,32,4489,92743,35380,20672
1533,2023-04-01,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1534,2023-04-01,Nunavut,NU,3531,7,3435,77083,29021,14519
1535,2023-04-08,British Columbia,BC,398975,5411,307963,14274355,4460225,2993938
1536,2023-04-08,Alberta,AB,631206,5674,523679,10017856,3452878,1824913
1537,2023-04-08,Saskatchewan,SK,154982,1956,113023,2630158,920507,516000
1538,2023-04-08,Manitoba,MB,155553,2470,129338,3001252,1101542,607635
1539,2023-04-08,Ontario,ON,1611310,17022,1587996,38330704,12225800,7702692
1540,2023-04-08,Quebec,QC,1331873,17895,1099129,23388354,7237797,4723935
1541,2023-04-08,Newfoundland and Labrador,NL,55140,339,25162,1264499,476756,289311
1542,2023-04-08,New Brunswick,NB,90392,874,65138,1757172,661271,395689
1543,2023-04-08,Nova Scotia,NS,142387,832,43018,2235685,842600,503257
1544,2023-04-08,Prince Edward Island,PE,57091,95,41242,391227,144466,83158
1545,2023-04-08,Yukon,YT,4989,32,4489,92743,35380,20672
1546,2023-04-08,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1547,2023-04-08,Nunavut,NU,3531,7,3435,77083,29021,14519
1548,2023-04-15,British Columbia,BC,399494,5430,307963,14298488,4460587,2994806
1549,2023-04-15,Alberta,AB,631511,5684,523679,10024026,3453122,1825433
1550,2023-04-15,Saskatchewan,SK,155190,1959,113023,2630158,920507,516000
1551,2023-04-15,Manitoba,MB,155725,2483,129338,3001252,1101542,607635
1552,2023-04-15,Ontario,ON,1613572,17055,1587996,38362612,12225905,7703351
1553,2023-04-15,Quebec,QC,1334563,17924,1099129,23402384,7238098,4724316
1554,2023-04-15,Newfoundland and Labrador,NL,55209,339,25162,1264499,476756,289311
1555,2023-04-15,New Brunswick,NB,90494,877,65138,1757172,661271,395689
1556,2023-04-15,Nova Scotia,NS,142585,839,43018,2235685,842600,503257
1557,2023-04-15,Prince Edward Island,PE,57183,96,41242,391227,144466,83158
1558,2023-04-15,Yukon,YT,4989,32,4489,92743,35380,20672
1559,2023-04-15,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1560,2023-04-15,Nunavut,NU,3531,7,3435,77083,29021,14519
1561,2023-04-22,British Columbia,BC,400025,5476,307963,14343876,4461186,2995501
1562,2023-04-22,Alberta,AB,631894,5703,523679,10032077,3453434,1826018
1563,2023-04-22,Saskatchewan,SK,155381,1961,113023,2630158,920507,516000
1564,2023-04-22,Manitoba,MB,155848,2493,129338,3001252,1101542,607635
1565,2023-04-22,Ontario,ON,1615279,17084,1587996,38397966,12225048,7703058
1566,2023-04-22,Quebec,QC,1337037,17959,1099129,23411340,7238250,4724551
1567,2023-04-22,Newfoundland and Labrador,NL,55261,340,25162,1264499,476756,289311
1568,2023-04-22,New Brunswick,NB,90574,879,65138,1757172,661271,395689
1569,2023-04-22,Nova Scotia,NS,142777,841,43018,2235685,842600,503257
