Surrogate Keys,date,prname,province,totalcases,numdeaths,recovery,partial,fully,booster
563,2021-10-30,Manitoba,MB,63450,1247,60890,2093490,1007268,37089
564,2021-10-30,Ontario,ON,600338,9787,586696,22498977,11007022,0
565,2021-10-30,Quebec,QC,420964,10931,409722,13527956,6557030,121657
566,2021-10-30,Newfoundland and Labrador,NL,1992,16,1860,866788,416799,0
567,2021-10-30,New Brunswick,NB,6413,116,5668,1231517,588142,0
568,2021-10-30,Nova Scotia,NS,7371,100,7085,1572667,761334,2502
569,2021-10-30,Prince Edward Island,PE,317,0,312,264696,127759,1061
570,2021-10-30,Yukon,YT,923,10,840,67558,33002,446
571,2021-10-30,Northwest Territories,NT,1847,10,1636,75161,34788,3630
572,2021-10-30,Nunavut,NU,674,4,670,48763,22752,0
573,2021-11-06,British Columbia,BC,208818,2201,201267,8311858,3976133,151456
574,2021-11-06,Alberta,AB,327195,3156,316455,6606404,3042368,278608
575,2021-11-06,Saskatchewan,SK,78567,866,75956,1753758,807319,70306
576,2021-11-06,Manitoba,MB,64390,1260,61806,2111624,1012637,46674
577,2021-11-06,Ontario,ON,603629,9812,589166,22594149,11069363,0
578,2021-11-06,Quebec,QC,424965,10952,412613,13609642,6582923,162021
579,2021-11-06,Newfoundland and Labrador,NL,2003,16,1928,873910,421154,0
580,2021-11-06,New Brunswick,NB,6716,121,6067,1242174,596024,0
581,2021-11-06,Nova Scotia,NS,7590,101,7229,1583479,767200,4586
582,2021-11-06,Prince Edward Island,PE,322,0,315,267042,128932,1803
583,2021-11-06,Yukon,YT,1002,10,901,68468,33133,1036
584,2021-11-06,Northwest Territories,NT,1882,11,1814,78565,35070,6520
585,2021-11-06,Nunavut,NU,674,4,670,49251,23004,0
586,2021-11-13,British Columbia,BC,212252,2257,204963,8423484,4013176,207105
587,2021-11-13,Alberta,AB,330044,3195,320114,6686587,3075466,312076
588,2021-11-13,Saskatchewan,SK,79387,893,77170,1775265,817518,77197
589,2021-11-13,Manitoba,MB,65511,1269,62613,2127467,1016874,55643
590,2021-11-13,Ontario,ON,607612,9848,591994,22699834,11138723,0
591,2021-11-13,Quebec,QC,429318,10976,416332,13688154,6607156,201521
592,2021-11-13,Newfoundland and Labrador,NL,2025,16,1962,880489,425888,0
593,2021-11-13,New Brunswick,NB,7129,121,6367,1248824,601019,0
594,2021-11-13,Nova Scotia,NS,7841,104,7436,1593242,772138,7306
595,2021-11-13,Prince Edward Island,PE,326,0,319,269867,130061,3108
596,2021-11-13,Yukon,YT,1195,10,965,70763,33227,3089
597,2021-11-13,Northwest Territories,NT,1982,12,1859,82006,35402,9392
598,2021-11-13,Nunavut,NU,674,4,670,49644,23228,0
599,2021-11-20,British Columbia,BC,215026,2293,208702,8535388,4037425,283726
600,2021-11-20,Alberta,AB,332726,3219,323122,6772885,3115782,340107
601,2021-11-20,Saskatchewan,SK,80278,910,78201,1791273,826131,81488
602,2021-11-20,Manitoba,MB,66542,1286,63644,2142713,1021206,63916
603,2021-11-20,Ontario,ON,612189,9885,595669,22791463,11197154,0
604,2021-11-20,Quebec,QC,434163,10994,416867,13755962,6629396,233226
605,2021-11-20,Newfoundland and Labrador,NL,2035,17,1985,884093,428618,0
606,2021-11-20,New Brunswick,NB,7579,122,6782,1257216,607451,0
607,2021-11-20,Nova Scotia,NS,8027,106,7684,1616350,785380,9729
608,2021-11-20,Prince Edward Island,PE,344,0,320,272737,131070,4637
609,2021-11-20,Yukon,YT,1396,12,1183,72761,33342,4846
610,2021-11-20,Northwest Territories,NT,2037,12,1906,82006,35402,9392
611,2021-11-20,Nunavut,NU,674,4,670,50122,23473,0
612,2021-11-27,British Columbia,BC,217487,2322,211577,8630478,4046967,375890
613,2021-11-27,Alberta,AB,335074,3244,325951,6834512,3143861,361387
614,2021-11-27,Saskatchewan,SK,80848,921,78987,1812135,833795,85413
615,2021-11-27,Manitoba,MB,67544,1311,64599,2164682,1025232,73371
616,2021-11-27,Ontario,ON,617624,9911,599979,22895217,11245640,0
617,2021-11-27,Quebec,QC,440436,11009,426422,13842363,6649088,256067
618,2021-11-27,Newfoundland and Labrador,NL,2048,18,2009,895893,437457,0
619,2021-11-27,New Brunswick,NB,8172,123,7176,1262589,611338,0
620,2021-11-27,Nova Scotia,NS,8183,109,7889,1628737,788942,16690
621,2021-11-27,Prince Edward Island,PE,366,0,327,274022,131597,5222
622,2021-11-27,Yukon,YT,1486,13,1313,74181,33449,6089
623,2021-11-27,Northwest Territories,NT,2055,12,1983,85169,35918,11756
624,2021-11-27,Nunavut,NU,674,4,670,50769,23790,0
625,2021-12-04,British Columbia,BC,219935,2351,214047,8761618,4064971,469486
626,2021-12-04,Alberta,AB,337269,3266,328694,6949321,3163881,394704
627,2021-12-04,Saskatchewan,SK,81293,929,79642,1850781,839359,93243
628,2021-12-04,Manitoba,MB,68499,1330,65577,2206933,1028551,89316
629,2021-12-04,Ontario,ON,624230,9950,604749,23913372,11288025,783991
630,2021-12-04,Quebec,QC,448594,11031,431969,14028737,6663301,298370
631,2021-12-04,Newfoundland and Labrador,NL,2064,18,2019,901450,439047,0
632,2021-12-04,New Brunswick,NB,8680,132,7759,1268576,614830,0
633,2021-12-04,Nova Scotia,NS,8370,110,8072,1646458,793402,26757
634,2021-12-04,Prince Edward Island,PE,387,0,343,278877,132682,7477
635,2021-12-04,Yukon,YT,1543,14,1461,76473,33758,7771
636,2021-12-04,Northwest Territories,NT,2066,12,2033,86566,36187,12535
637,2021-12-04,Nunavut,NU,675,4,670,51224,24037,0
638,2021-12-11,British Columbia,BC,222428,2381,216542,8919000,4081772,563632
639,2021-12-11,Alberta,AB,339340,3278,331097,7094431,3184238,482534
