vacID,date,province,partial,fully,booster
676,2021-12-25,NU,54791,24665,0
677,2022-01-01,BC,9399015,4115041,909598
678,2022-01-01,AB,7594578,3212007,887392
679,2022-01-01,SK,2083560,857368,283558
680,2022-01-01,MB,2441661,1037539,276639
681,2022-01-01,ON,27311125,11415518,3662068
682,2022-01-01,QC,15444640,6711562,1405744
683,2022-01-01,NL,932249,447111,0
684,2022-01-01,NB,1452045,622395,152407
685,2022-01-01,NS,1791016,794817,133044
686,2022-01-01,PE,292619,133999,15181
687,2022-01-01,YT,80825,34029,10341
688,2022-01-01,NT,91434,36803,14692
689,2022-01-01,NU,55230,24746,0
690,2022-01-08,BC,9604331,4123009,1089410
691,2022-01-08,AB,7825022,3223444,1087405
692,2022-01-08,SK,2128090,866037,314597
693,2022-01-08,MB,2548223,1041044,373869
694,2022-01-08,ON,28324152,11462390,4571616
695,2022-01-08,QC,15942679,6724651,1872698
696,2022-01-08,NL,934192,447810,0
697,2022-01-08,NB,1488815,623892,184284
698,2022-01-08,NS,1842770,796012,180694
699,2022-01-08,PE,302771,134316,23995
700,2022-01-08,YT,83875,34201,12844
701,2022-01-08,NT,92957,36943,15864
702,2022-01-08,NU,55740,24832,0
703,2022-01-15,BC,9962096,4132647,1412493
704,2022-01-15,AB,8007767,3242357,1239464
705,2022-01-15,SK,2194619,876137,365082
706,2022-01-15,MB,2624569,1044743,440805
707,2022-01-15,ON,29337677,11530464,5440984
708,2022-01-15,QC,16661070,6742281,2543681
709,2022-01-15,NL,939733,449755,0
710,2022-01-15,NB,1533010,625621,223777
711,2022-01-15,NS,1909828,800180,239090
712,2022-01-15,PE,314880,134681,34273
713,2022-01-15,YT,87871,34440,16274
714,2022-01-15,NT,93926,37022,16619
715,2022-01-15,NU,56225,24998,0
716,2022-01-22,BC,10334333,4142310,1754646
717,2022-01-22,AB,8124814,3248574,1348382
718,2022-01-22,SK,2248820,884599,405845
719,2022-01-22,MB,2688402,1049953,493634
720,2022-01-22,ON,29977268,11595052,5955345
721,2022-01-22,QC,17362055,6779928,3176522
722,2022-01-22,NL,941771,450386,0
723,2022-01-22,NB,1586297,627392,271987
724,2022-01-22,NS,1998064,798609,327601
725,2022-01-22,PE,325811,135061,43863
726,2022-01-22,YT,88855,34514,17131
727,2022-01-22,NT,94939,37132,17362
728,2022-01-22,NU,56820,25197,0
729,2022-01-29,BC,10640763,4153936,2034020
730,2022-01-29,AB,8255417,3275269,1431208
731,2022-01-29,SK,2290101,893793,433752
732,2022-01-29,MB,2732174,1060362,522823
733,2022-01-29,ON,30490270,11696545,6316931
734,2022-01-29,QC,17911880,6869379,3612295
735,2022-01-29,NL,948615,454481,0
736,2022-01-29,NB,1639654,631670,317456
737,2022-01-29,NS,2094109,801014,418261
738,2022-01-29,PE,331772,135649,48502
739,2022-01-29,YT,89982,34664,17977
740,2022-01-29,NT,95869,37421,17883
741,2022-01-29,NU,68345,25367,11123
742,2022-02-05,BC,10872777,4177582,2230209
743,2022-02-05,AB,8345443,3295207,1483339
744,2022-02-05,SK,2328769,899228,451254
745,2022-02-05,MB,2764802,1069858,542865
746,2022-02-05,ON,30949011,11802058,6561032
747,2022-02-05,QC,18258146,6951500,3858253
748,2022-02-05,NL,957817,462006,0
749,2022-02-05,NB,1674393,638399,343140
750,2022-02-05,NS,2145666,809686,458668
751,2022-02-05,PE,348469,137486,62442
752,2022-02-05,YT,90574,34856,18308
753,2022-02-05,NT,96926,38000,18272
754,2022-02-05,NU,69834,25925,11770
755,2022-02-12,BC,11068342,4207822,2386677
756,2022-02-12,AB,8409914,3322760,1518309
757,2022-02-12,SK,2329597,899829,451254
758,2022-02-12,MB,2795792,1081217,559562
759,2022-02-12,ON,31248014,11887639,6726615
760,2022-02-12,QC,18485021,7014095,4009185
761,2022-02-12,NL,961944,465392,0
762,2022-02-12,NB,1693505,643911,355154
763,2022-02-12,NS,2175757,817844,479356
764,2022-02-12,PE,355229,138942,67369
765,2022-02-12,YT,91299,35180,18661
766,2022-02-12,NT,97806,38516,18543
767,2022-02-12,NU,71668,26645,12523
768,2022-02-19,BC,11216953,4238801,2497755
769,2022-02-19,AB,8455738,3338611,1542068
770,2022-02-19,SK,2329597,899829,451254
771,2022-02-19,MB,2818315,1090744,570578
772,2022-02-19,ON,31467215,11955214,6847871
773,2022-02-19,QC,18621247,7055232,4096080
774,2022-02-19,NL,967199,469904,0
775,2022-02-19,NB,1710295,648317,366149
776,2022-02-19,NS,2196425,824695,492234
777,2022-02-19,PE,355229,138942,67369
778,2022-02-19,YT,89370,34032,18868
779,2022-02-19,NT,98529,38816,18881
780,2022-02-19,NU,73331,27289,13182
781,2022-02-26,BC,11310191,4262169,2562949
782,2022-02-26,AB,8486394,3349593,1557488
783,2022-02-26,SK,2329597,899829,451254
784,2022-02-26,MB,2830568,1095447,576911
785,2022-02-26,ON,31645374,11998022,6958202
786,2022-02-26,QC,18723958,7077996,4170019
787,2022-02-26,NL,970503,472741,0
788,2022-02-26,NB,1722288,652502,373196
789,2022-02-26,NS,2210140,829001,498548
790,2022-02-26,PE,363678,140935,73514
791,2022-02-26,YT,90058,34338,19214
792,2022-02-26,NT,98969,38996,19101
793,2022-02-26,NU,74352,27776,13523
794,2022-03-05,BC,11361559,4277334,2595400
795,2022-03-05,AB,8509282,3358164,1568339
796,2022-03-05,SK,2329597,899829,451254
797,2022-03-05,MB,2840311,1099486,581703
798,2022-03-05,ON,31773683,12032707,7031101
799,2022-03-05,QC,18791568,7090456,4220898
800,2022-03-05,NL,1258346,474738,285534
801,2022-03-05,NB,1729088,654567,377401
802,2022-03-05,NS,2217196,831009,503257
803,2022-03-05,PE,367300,141226,76663
804,2022-03-05,YT,90425,34567,19341
805,2022-03-05,NT,99311,39128,19277
806,2022-03-05,NU,74881,27989,13738
807,2022-03-12,BC,11398503,4289912,2616708
808,2022-03-12,AB,8528703,3358378,1577337
809,2022-03-12,SK,2329597,899829,451254
810,2022-03-12,MB,2847639,1102303,585330
811,2022-03-12,ON,31867050,12060541,7079357
812,2022-03-12,QC,18840328,7103379,4252486
813,2022-03-12,NL,1260650,475891,286504
814,2022-03-12,NB,1733241,655731,380040
815,2022-03-12,NS,2217196,831009,503257
816,2022-03-12,PE,369073,141752,77786
817,2022-03-12,YT,90642,34661,19473
818,2022-03-12,NT,99311,39128,19277
819,2022-03-12,NU,75394,28244,13890
820,2022-03-19,BC,11434211,4303324,2636829
821,2022-03-19,AB,8550867,3364574,1589971
822,2022-03-19,SK,2329597,899829,451254
823,2022-03-19,MB,2853637,1104825,588188
824,2022-03-19,ON,31957858,12088054,7126487
825,2022-03-19,QC,18882883,7115324,4278990
826,2022-03-19,NL,1260650,475891,286504
827,2022-03-19,NB,1734432,656062,380762
828,2022-03-19,NS,2217196,831009,503257
829,2022-03-19,PE,371154,142664,78816
830,2022-03-19,YT,90932,34793,19616
831,2022-03-19,NT,99769,39285,19529
832,2022-03-19,NU,75945,28510,14086
833,2022-03-26,BC,11468257,4316033,2655809
834,2022-03-26,AB,8565479,3368383,1598895
835,2022-03-26,SK,2336814,900769,483213
836,2022-03-26,MB,2860118,1107564,591305
837,2022-03-26,ON,32026035,12106871,7160512
838,2022-03-26,QC,18927974,7125604,4307006
839,2022-03-26,NL,1264499,476756,289311
840,2022-03-26,NB,1737641,656976,382776
841,2022-03-26,NS,2217196,831009,503257
842,2022-03-26,PE,372378,143061,79554
843,2022-03-26,YT,91117,34876,19706
844,2022-03-26,NT,99908,39328,19602
845,2022-03-26,NU,76392,28720,14257
846,2022-04-02,BC,11495364,4325534,2671344
847,2022-04-02,AB,8586230,3381375,1610588
848,2022-04-02,SK,2336814,900769,483213
849,2022-04-02,MB,2863534,1108820,593160
850,2022-04-02,ON,32084745,12122293,7189977
851,2022-04-02,QC,19017481,7135087,4339466
852,2022-04-02,NL,1264499,476756,289311
853,2022-04-02,NB,1740082,657661,384305
854,2022-04-02,NS,2235685,842600,503257
855,2022-04-02,PE,373337,143341,80143
856,2022-04-02,YT,91357,34951,19851
857,2022-04-02,NT,100094,39402,19685
858,2022-04-02,NU,76670,28828,14376
859,2022-04-09,BC,11503889,4328412,2676557
860,2022-04-09,AB,8603560,3386264,1620011
861,2022-04-09,SK,2336814,900769,483213
862,2022-04-09,MB,2863534,1108820,593160
863,2022-04-09,ON,32177268,12134753,7220800
864,2022-04-09,QC,19183536,7140960,4368220
865,2022-04-09,NL,1264499,476756,289311
866,2022-04-09,NB,1742093,658240,385579
867,2022-04-09,NS,2235685,842600,503257
868,2022-04-09,PE,373938,143496,80515
869,2022-04-09,YT,91517,35022,19935
870,2022-04-09,NT,100212,39446,19736
871,2022-04-09,NU,77083,29021,14519
872,2022-04-16,BC,11503889,4328412,2676557
873,2022-04-16,AB,8621854,3389886,1629405
874,2022-04-16,SK,2336814,900769,483213
875,2022-04-16,MB,2863534,1108820,593160
876,2022-04-16,ON,32371402,12146018,7251451
877,2022-04-16,QC,19425080,7145840,4392470
878,2022-04-16,NL,1264499,476756,289311
879,2022-04-16,NB,1743499,658382,386526
880,2022-04-16,NS,2235685,842600,503257
881,2022-04-16,PE,374491,143567,80907
882,2022-04-16,YT,91517,35022,19935
883,2022-04-16,NT,100512,39484,19825
884,2022-04-16,NU,77083,29021,14519
885,2022-04-23,BC,11571091,4351124,2716306
886,2022-04-23,AB,8664335,3385976,1638454
887,2022-04-23,SK,2405480,913935,491475
888,2022-04-23,MB,2863534,1108820,593160
889,2022-04-23,ON,32572210,12156542,7279492
890,2022-04-23,QC,19629466,7149006,4409930
891,2022-04-23,NL,1264499,476756,289311
892,2022-04-23,NB,1744806,658615,387467
893,2022-04-23,NS,2235685,842600,503257
894,2022-04-23,PE,375687,143741,81338
895,2022-04-23,YT,91707,35089,20047
896,2022-04-23,NT,100512,39484,19825
897,2022-04-23,NU,77083,29021,14519
898,2022-04-30,BC,11605045,4355573,2743666
899,2022-04-30,AB,8698772,3389176,1646253
900,2022-04-30,SK,2421490,912271,493272
901,2022-04-30,MB,2863534,1108820,593160
902,2022-04-30,ON,32759866,12167164,7305474
903,2022-04-30,QC,19824657,7153033,4427273
904,2022-04-30,NL,1264499,476756,289311
905,2022-04-30,NB,1746304,658872,388550
906,2022-04-30,NS,2235685,842600,503257
907,2022-04-30,PE,376855,143804,81616
908,2022-04-30,YT,91707,35089,20047
909,2022-04-30,NT,100831,39525,19911
910,2022-04-30,NU,77083,29021,14519
911,2022-05-07,BC,11637908,4359500,2721848
912,2022-05-07,AB,8741621,3392584,1658116
913,2022-05-07,SK,2447113,912817,495206
914,2022-05-07,MB,2863534,1108820,593160
915,2022-05-07,ON,32924140,12176491,7325918
916,2022-05-07,QC,19961505,7156150,4440015
917,2022-05-07,NL,1264499,476756,289311
918,2022-05-07,NB,1747568,659105,389435
919,2022-05-07,NS,2235685,842600,503257
920,2022-05-07,PE,378536,143973,81932
921,2022-05-07,YT,91963,35143,20224
922,2022-05-07,NT,100831,39525,19911
923,2022-05-07,NU,77083,29021,14519
924,2022-05-14,BC,11637908,4359500,2721848
925,2022-05-14,AB,8772287,3394959,1664080
926,2022-05-14,SK,2470905,913292,496819
927,2022-05-14,MB,2863534,1108820,593160
928,2022-05-14,ON,33056135,12183548,7339963
929,2022-05-14,QC,20083579,7159832,4453653
930,2022-05-14,NL,1264499,476756,289311
931,2022-05-14,NB,1748729,659327,390204
932,2022-05-14,NS,2235685,842600,503257
933,2022-05-14,PE,378536,143973,81932
934,2022-05-14,YT,92155,35206,20312
935,2022-05-14,NT,101209,39575,20025
936,2022-05-14,NU,77083,29021,14519
937,2022-05-21,BC,11721850,4365568,2737325
938,2022-05-21,AB,8802520,3397198,1669417
939,2022-05-21,SK,2488443,913769,498339
940,2022-05-21,MB,2863534,1108820,593160
941,2022-05-21,ON,33224923,12193332,7357628
942,2022-05-21,QC,20170094,7163528,4465851
943,2022-05-21,NL,1264499,476756,289311
944,2022-05-21,NB,1749707,659540,390860
945,2022-05-21,NS,2235685,842600,503257
946,2022-05-21,PE,381692,144157,82321
947,2022-05-21,YT,92155,35206,20312
948,2022-05-21,NT,101209,39575,20025
949,2022-05-21,NU,77083,29021,14519
950,2022-05-28,BC,11773329,4368237,2743594
951,2022-05-28,AB,8825042,3407041,1673879
952,2022-05-28,SK,2500350,914182,499504
953,2022-05-28,MB,2863534,1108820,593160
954,2022-05-28,ON,33326680,12199821,7369078
955,2022-05-28,QC,20227194,7166997,4475981
956,2022-05-28,NL,1264499,476756,289311
957,2022-05-28,NB,1750682,659747,391542
958,2022-05-28,NS,2235685,842600,503257
959,2022-05-28,PE,384503,144210,82594
960,2022-05-28,YT,92155,35206,20312
961,2022-05-28,NT,101864,39615,20138
962,2022-05-28,NU,77083,29021,14519
963,2022-06-04,BC,11826489,4371128,2748565
964,2022-06-04,AB,8847062,3409240,1678592
965,2022-06-04,SK,2507865,914527,500418
966,2022-06-04,MB,2863534,1108820,593160
967,2022-06-04,ON,33421757,12207728,7381250
968,2022-06-04,QC,20270818,7170342,4484775
969,2022-06-04,NL,1264499,476756,289311
970,2022-06-04,NB,1751534,659945,392106
971,2022-06-04,NS,2235685,842600,503257
972,2022-06-04,PE,384503,144210,82594
973,2022-06-04,YT,92155,35206,20312
974,2022-06-04,NT,101864,39615,20138
975,2022-06-04,NU,77083,29021,14519
976,2022-06-11,BC,11883759,4373590,2753669
977,2022-06-11,AB,8863877,3403562,1682929
978,2022-06-11,SK,2514106,914913,501331
979,2022-06-11,MB,2863534,1108820,593160
980,2022-06-11,ON,33500820,12214746,7391656
981,2022-06-11,QC,20307324,7173556,4492795
982,2022-06-11,NL,1264499,476756,289311
983,2022-06-11,NB,1752632,660200,392840
984,2022-06-11,NS,2235685,842600,503257
985,2022-06-11,PE,388281,144353,82925
986,2022-06-11,YT,92392,35265,20459
987,2022-06-11,NT,101864,39615,20138
988,2022-06-11,NU,77083,29021,14519
989,2022-06-18,BC,11939413,4376269,2759421
990,2022-06-18,AB,8878391,3405632,1686602
991,2022-06-18,SK,2519088,915279,502142
992,2022-06-18,MB,2863534,1108820,593160
993,2022-06-18,ON,33574138,12221046,7401729
994,2022-06-18,QC,20341606,7176320,4500074
995,2022-06-18,NL,1264499,476756,289311
996,2022-06-18,NB,1753566,660429,393422
997,2022-06-18,NS,2235685,842600,503257
998,2022-06-18,PE,388281,144353,82925
999,2022-06-18,YT,92557,35326,20553
1000,2022-06-18,NT,101864,39615,20138
1001,2022-06-18,NU,77083,29021,14519
1002,2022-06-25,BC,11994569,4378515,2765576
1003,2022-06-25,AB,8888658,3406934,1689107
1004,2022-06-25,SK,2523427,915596,502870
1005,2022-06-25,MB,2863534,1108820,593160
1006,2022-06-25,ON,33653315,12226562,7411765
1007,2022-06-25,QC,20371052,7179134,4507152
1008,2022-06-25,NL,1264499,476756,289311
1009,2022-06-25,NB,1754412,660626,393948
1010,2022-06-25,NS,2235685,842600,503257
1011,2022-06-25,PE,391227,144466,83158
1012,2022-06-25,YT,92557,35326,20553
1013,2022-06-25,NT,102863,39663,20278
1014,2022-06-25,NU,77083,29021,14519
1015,2022-07-02,BC,11994569,4378515,2765576
1016,2022-07-02,AB,8888658,3406934,1689107
1017,2022-07-02,SK,2527074,915908,503457
1018,2022-07-02,MB,2863534,1108820,593160
1019,2022-07-02,ON,33716859,12232743,7422174
1020,2022-07-02,QC,20400295,7181199,4513264
1021,2022-07-02,NL,1264499,476756,289311
1022,2022-07-02,NB,1755117,660794,394402
1023,2022-07-02,NS,2235685,842600,503257
1024,2022-07-02,PE,391227,144466,83158
1025,2022-07-02,YT,92557,35326,20553
1026,2022-07-02,NT,102863,39663,20278
1027,2022-07-02,NU,77083,29021,14519
1028,2022-07-09,BC,12074608,4381153,2775252
1029,2022-07-09,AB,8909619,3409805,1694954
1030,2022-07-09,SK,2527074,915908,503457
1031,2022-07-09,MB,2863534,1108820,593160
1032,2022-07-09,ON,33801699,12238267,7434375
1033,2022-07-09,QC,20456274,7183896,4522829
1034,2022-07-09,NL,1264499,476756,289311
1035,2022-07-09,NB,1755732,660954,394777
1036,2022-07-09,NS,2235685,842600,503257
1037,2022-07-09,PE,391227,144466,83158
1038,2022-07-09,YT,92557,35326,20553
1039,2022-07-09,NT,102863,39663,20278
1040,2022-07-09,NU,77083,29021,14519
1041,2022-07-16,BC,12118797,4383476,2783316
1042,2022-07-16,AB,8924603,3411394,1698798
1043,2022-07-16,SK,2527074,915908,503457
1044,2022-07-16,MB,2863534,1108820,593160
1045,2022-07-16,ON,33921824,12243774,7447517
1046,2022-07-16,QC,20532992,7186426,4533429
1047,2022-07-16,NL,1264499,476756,289311
1048,2022-07-16,NB,1756308,661075,395140
1049,2022-07-16,NS,2235685,842600,503257
1050,2022-07-16,PE,391227,144466,83158
1051,2022-07-16,YT,92743,35380,20672
1052,2022-07-16,NT,102863,39663,20278
1053,2022-07-16,NU,77083,29021,14519
1054,2022-07-23,BC,12164203,4385202,2790202
1055,2022-07-23,AB,8942981,3412985,1703317
1056,2022-07-23,SK,2527074,915908,503457
1057,2022-07-23,MB,2863534,1108820,593160
1058,2022-07-23,ON,34132591,12250288,7464063
1059,2022-07-23,QC,20613565,7188643,4543013
1060,2022-07-23,NL,1264499,476756,289311
1061,2022-07-23,NB,1757172,661271,395689
1062,2022-07-23,NS,2235685,842600,503257
1063,2022-07-23,PE,391227,144466,83158
1064,2022-07-23,YT,92743,35380,20672
1065,2022-07-23,NT,102863,39663,20278
1066,2022-07-23,NU,77083,29021,14519
1067,2022-07-30,BC,12206980,4387271,2797169
1068,2022-07-30,AB,8978340,3414320,1706531
1069,2022-07-30,SK,2527074,915908,503457
1070,2022-07-30,MB,3001252,1101542,607635
1071,2022-07-30,ON,34297575,12256163,7478279
1072,2022-07-30,QC,20656584,7190631,4550775
1073,2022-07-30,NL,1264499,476756,289311
1074,2022-07-30,NB,1757172,661271,395689
1075,2022-07-30,NS,2235685,842600,503257
1076,2022-07-30,PE,391227,144466,83158
1077,2022-07-30,YT,92743,35380,20672
1078,2022-07-30,NT,102863,39663,20278
1079,2022-07-30,NU,77083,29021,14519
1080,2022-08-06,BC,12234222,4388711,2801619
1081,2022-08-06,AB,8999088,3415323,1708895
1082,2022-08-06,SK,2527074,915908,503457
1083,2022-08-06,MB,3001252,1101542,607635
1084,2022-08-06,ON,34430880,12261684,7491878
1085,2022-08-06,QC,20764664,7192481,4557587
1086,2022-08-06,NL,1264499,476756,289311
1087,2022-08-06,NB,1757172,661271,395689
1088,2022-08-06,NS,2235685,842600,503257
1089,2022-08-06,PE,391227,144466,83158
1090,2022-08-06,YT,92743,35380,20672
1091,2022-08-06,NT,102863,39663,20278
1092,2022-08-06,NU,77083,29021,14519
1093,2022-08-13,BC,12259478,4390154,2805607
1094,2022-08-13,AB,9039069,3416644,1712827
1095,2022-08-13,SK,2527074,915908,503457
1096,2022-08-13,MB,3001252,1101542,607635
1097,2022-08-13,ON,34541680,12267284,7503508
1098,2022-08-13,QC,20796444,7194089,4563534
1099,2022-08-13,NL,1264499,476756,289311
1100,2022-08-13,NB,1757172,661271,395689
1101,2022-08-13,NS,2235685,842600,503257
1102,2022-08-13,PE,391227,144466,83158
1103,2022-08-13,YT,92743,35380,20672
1104,2022-08-13,NT,102863,39663,20278
1105,2022-08-13,NU,77083,29021,14519
1106,2022-08-20,BC,12283721,4391562,2809598
1107,2022-08-20,AB,9141292,3419175,1722238
1108,2022-08-20,SK,2533382,916695,505063
1109,2022-08-20,MB,3001252,1101542,607635
1110,2022-08-20,ON,34631321,12273112,7513534
1111,2022-08-20,QC,20908542,7196134,4572002
1112,2022-08-20,NL,1264499,476756,289311
1113,2022-08-20,NB,1757172,661271,395689
1114,2022-08-20,NS,2235685,842600,503257
1115,2022-08-20,PE,391227,144466,83158
1116,2022-08-20,YT,92743,35380,20672
1117,2022-08-20,NT,102863,39663,20278
1118,2022-08-20,NU,77083,29021,14519
1119,2022-08-27,BC,12283721,4391562,2809598
1120,2022-08-27,AB,9168950,3420533,1725843
1121,2022-08-27,SK,2533382,916695,505063
1122,2022-08-27,MB,3001252,1101542,607635
1123,2022-08-27,ON,34715368,12279312,7525728
1124,2022-08-27,QC,21014555,7197513,4578096
1125,2022-08-27,NL,1264499,476756,289311
1126,2022-08-27,NB,1757172,661271,395689
1127,2022-08-27,NS,2235685,842600,503257
1128,2022-08-27,PE,391227,144466,83158
1129,2022-08-27,YT,92743,35380,20672
1130,2022-08-27,NT,102863,39663,20278
1131,2022-08-27,NU,77083,29021,14519
1132,2022-09-03,BC,12323527,4394224,2817057
1133,2022-09-03,AB,9194772,3422049,1729819
1134,2022-09-03,SK,2533382,916695,505063
1135,2022-09-03,MB,3001252,1101542,607635
1136,2022-09-03,ON,34796917,12285851,7545000
1137,2022-09-03,QC,21134499,7199296,4585492
1138,2022-09-03,NL,1264499,476756,289311
1139,2022-09-03,NB,1757172,661271,395689
1140,2022-09-03,NS,2235685,842600,503257
1141,2022-09-03,PE,391227,144466,83158
1142,2022-09-03,YT,92743,35380,20672
1143,2022-09-03,NT,102863,39663,20278
1144,2022-09-03,NU,77083,29021,14519
1145,2022-09-10,BC,12343991,4395973,2824017
1146,2022-09-10,AB,9217066,3423156,1736333
1147,2022-09-10,SK,2533382,916695,505063
1148,2022-09-10,MB,3001252,1101542,607635
1149,2022-09-10,ON,34856793,12290036,7562990
1150,2022-09-10,QC,21219508,7200474,4591833
1151,2022-09-10,NL,1264499,476756,289311
1152,2022-09-10,NB,1757172,661271,395689
1153,2022-09-10,NS,2235685,842600,503257
1154,2022-09-10,PE,391227,144466,83158
1155,2022-09-10,YT,92743,35380,20672
1156,2022-09-10,NT,102863,39663,20278
1157,2022-09-10,NU,77083,29021,14519
1158,2022-09-17,BC,12367515,4396892,2835501
1159,2022-09-17,AB,9235395,3424064,1740443
1160,2022-09-17,SK,2533382,916695,505063
1161,2022-09-17,MB,3001252,1101542,607635
1162,2022-09-17,ON,34943960,12294399,7576843
1163,2022-09-17,QC,21353986,7201812,4598708
1164,2022-09-17,NL,1264499,476756,289311
1165,2022-09-17,NB,1757172,661271,395689
1166,2022-09-17,NS,2235685,842600,503257
1167,2022-09-17,PE,391227,144466,83158
1168,2022-09-17,YT,92743,35380,20672
1169,2022-09-17,NT,102863,39663,20278
1170,2022-09-17,NU,77083,29021,14519
1171,2022-09-24,BC,12419400,4398096,2846500
1172,2022-09-24,AB,9246916,3424948,1743220
1173,2022-09-24,SK,2533382,916695,505063
1174,2022-09-24,MB,3001252,1101542,607635
1175,2022-09-24,ON,35067395,12298954,7586354
1176,2022-09-24,QC,21487932,7203648,4605792
1177,2022-09-24,NL,1264499,476756,289311
1178,2022-09-24,NB,1757172,661271,395689
1179,2022-09-24,NS,2235685,842600,503257
1180,2022-09-24,PE,391227,144466,83158
1181,2022-09-24,YT,92743,35380,20672
1182,2022-09-24,NT,102863,39663,20278
1183,2022-09-24,NU,77083,29021,14519
1184,2022-10-01,BC,12541872,4399082,2856792
1185,2022-10-01,AB,9285898,3425775,1746578
1186,2022-10-01,SK,2533382,916695,505063
1187,2022-10-01,MB,3001252,1101542,607635
1188,2022-10-01,ON,35303013,12304281,7597831
1189,2022-10-01,QC,21629376,7206045,4613326
1190,2022-10-01,NL,1264499,476756,289311
1191,2022-10-01,NB,1757172,661271,395689
1192,2022-10-01,NS,2235685,842600,503257
1193,2022-10-01,PE,391227,144466,83158
1194,2022-10-01,YT,92743,35380,20672
1195,2022-10-01,NT,102863,39663,20278
1196,2022-10-01,NU,77083,29021,14519
1197,2022-10-08,BC,12675386,4400903,2867232
1198,2022-10-08,AB,9285898,3425775,1746578
1199,2022-10-08,SK,2630158,920507,516000
1200,2022-10-08,MB,3001252,1101542,607635
1201,2022-10-08,ON,35531933,12310932,7609256
1202,2022-10-08,QC,21754950,7208308,4619774
1203,2022-10-08,NL,1264499,476756,289311
1204,2022-10-08,NB,1757172,661271,395689
1205,2022-10-08,NS,2235685,842600,503257
1206,2022-10-08,PE,391227,144466,83158
1207,2022-10-08,YT,92743,35380,20672
1208,2022-10-08,NT,102863,39663,20278
1209,2022-10-08,NU,77083,29021,14519
1210,2022-10-15,BC,12828144,4403870,2877842
1211,2022-10-15,AB,9358108,3428936,1753271
1212,2022-10-15,SK,2630158,920507,516000
1213,2022-10-15,MB,3001252,1101542,607635
1214,2022-10-15,ON,35707109,12316544,7618574
1215,2022-10-15,QC,21877365,7210384,4625949
1216,2022-10-15,NL,1264499,476756,289311
1217,2022-10-15,NB,1757172,661271,395689
1218,2022-10-15,NS,2235685,842600,503257
1219,2022-10-15,PE,391227,144466,83158
1220,2022-10-15,YT,92743,35380,20672
1221,2022-10-15,NT,102863,39663,20278
1222,2022-10-15,NU,77083,29021,14519
1223,2022-10-22,BC,12986557,4406948,2886785
1224,2022-10-22,AB,9396964,3430550,1756821
1225,2022-10-22,SK,2630158,920507,516000
1226,2022-10-22,MB,3001252,1101542,607635
1227,2022-10-22,ON,35980342,12322879,7631086
1228,2022-10-22,QC,22027861,7212651,4633677
1229,2022-10-22,NL,1264499,476756,289311
1230,2022-10-22,NB,1757172,661271,395689
1231,2022-10-22,NS,2235685,842600,503257
1232,2022-10-22,PE,391227,144466,83158
1233,2022-10-22,YT,92743,35380,20672
1234,2022-10-22,NT,102863,39663,20278
1235,2022-10-22,NU,77083,29021,14519
1236,2022-10-29,BC,13162012,4410559,2896885
1237,2022-10-29,AB,9454899,3432396,1762393
1238,2022-10-29,SK,2630158,920507,516000
1239,2022-10-29,MB,3001252,1101542,607635
1240,2022-10-29,ON,36273148,12328659,7645343
1241,2022-10-29,QC,22177422,7214675,4641215
1242,2022-10-29,NL,1264499,476756,289311
1243,2022-10-29,NB,1757172,661271,395689
1244,2022-10-29,NS,2235685,842600,503257
1245,2022-10-29,PE,391227,144466,83158
1246,2022-10-29,YT,92743,35380,20672
1247,2022-10-29,NT,102863,39663,20278
1248,2022-10-29,NU,77083,29021,14519
1249,2022-11-05,BC,13338227,4414097,2907268
1250,2022-11-05,AB,9547824,3433915,1769999
1251,2022-11-05,SK,2630158,920507,516000
1252,2022-11-05,MB,3001252,1101542,607635
1253,2022-11-05,ON,36529303,12333989,7658051
1254,2022-11-05,QC,22311166,7216456,4648195
1255,2022-11-05,NL,1264499,476756,289311
1256,2022-11-05,NB,1757172,661271,395689
1257,2022-11-05,NS,2235685,842600,503257
1258,2022-11-05,PE,391227,144466,83158
1259,2022-11-05,YT,92743,35380,20672
1260,2022-11-05,NT,102863,39663,20278
1261,2022-11-05,NU,77083,29021,14519
1262,2022-11-12,BC,13498251,4417043,2917489
1263,2022-11-12,AB,9600748,3435276,1775413
1264,2022-11-12,SK,2630158,920507,516000
1265,2022-11-12,MB,3001252,1101542,607635
1266,2022-11-12,ON,36762368,12338811,7671234
1267,2022-11-12,QC,22356773,7218153,4655207
1268,2022-11-12,NL,1264499,476756,289311
1269,2022-11-12,NB,1757172,661271,395689
1270,2022-11-12,NS,2235685,842600,503257
1271,2022-11-12,PE,391227,144466,83158
1272,2022-11-12,YT,92743,35380,20672
1273,2022-11-12,NT,102863,39663,20278
1274,2022-11-12,NU,77083,29021,14519
1275,2022-11-19,BC,13630313,4420051,2927328
1276,2022-11-19,AB,9652112,3436689,1781469
1277,2022-11-19,SK,2630158,920507,516000
1278,2022-11-19,MB,3001252,1101542,607635
1279,2022-11-19,ON,36957106,12342989,7683609
1280,2022-11-19,QC,22556376,7219898,4663030
1281,2022-11-19,NL,1264499,476756,289311
1282,2022-11-19,NB,1757172,661271,395689
1283,2022-11-19,NS,2235685,842600,503257
1284,2022-11-19,PE,391227,144466,83158
1285,2022-11-19,YT,92743,35380,20672
1286,2022-11-19,NT,102863,39663,20278
1287,2022-11-19,NU,77083,29021,14519
